shipment_id,customer_id,ship_date,weight_kg,carrier
MS-2724,MC-38,2025-06-03,872,自提
MS-2725,MC-21,21-12-2025,1715,自提
MS-2726,MC-1346,06-05-2026,19622,德邦
MS-2727,MC-461,02/11/2025,6933,专线物流
MS-2728,MC-340,2024-12-07,12281,自提
MS-2729,MC-1324,10/06/2024,3126,德邦
MS-2730,MC-970,2026-03-04,1435,德邦
MS-2731,MC-1368,03/01/2026,7167,德邦
MS-2732,MC-443,2025-07-13,12605,顺丰重货
MS-2733,MC-351,2024-02-24,14284,自提
MS-2734,MC-119,07/10/2026,5742,专线物流
MS-2735,MC-666,2025-09-25,18116,德邦
MS-2736,MC-582,2025-02-11,19178,德邦
MS-2737,MC-1268,06/18/2025,9871,自提
MS-2738,MC-1197,2025-07-09,441,德邦
MS-2739,MC-287,01/03/2024,3569,自提
MS-2740,MC-1073,01/17/2024,551,专线物流
MS-2741,MC-699,2026-07-01,8685,德邦
MS-2742,MC-665,04/25/2026,15933,德邦
MS-2743,MC-813,2024-06-01,18331,顺丰重货
MS-2744,MC-740,2026-06-11,5233,德邦
MS-2745,MC-1041,01/14/2025,16220,顺丰重货
MS-2746,MC-810,27-06-2026,8608,自提
MS-2747,MC-805,2024-05-05,5781,自提
MS-2748,MC-1303,07-01-2024,9214,德邦
MS-2749,MC-1246,2026-11-02,6517,德邦
MS-2750,MC-128,05/02/2025,3946,自提
MS-2751,MC-1333,2026-06-13,10373,顺丰重货
MS-2752,MC-478,02/19/2026,18643,顺丰重货
MS-2753,MC-1149,2026-08-26,17040,德邦
MS-2754,MC-869,2025-05-09,18929,德邦
MS-2755,MC-1021,12/06/2026,11380,顺丰重货
MS-2756,MC-1400,08/20/2024,5695,德邦
MS-2757,MC-752,2025-02-28,15942,自提
MS-2758,MC-1260,15-10-2024,6622,德邦
MS-2759,MC-1104,04/13/2025,18135,专线物流
MS-2760,MC-1302,01/14/2026,10504,专线物流
MS-2761,MC-1299,2026-11-02,19510,顺丰重货
MS-2762,MC-145,01/28/2025,2194,德邦
MS-2763,MC-5,01/02/2025,12999,专线物流
MS-2764,MC-646,2024-10-09,15834,自提
MS-2765,MC-1183,05/26/2026,5591,自提
MS-2766,MC-359,03/03/2026,11774,自提
MS-2767,MC-150,08-09-2025,8892,德邦
MS-2768,MC-456,12/26/2025,11585,顺丰重货
MS-2769,MC-711,2025-04-27,1363,自提
MS-2770,MC-1133,20-10-2026,17199,顺丰重货
MS-2771,MC-313,2025-01-07,4348,顺丰重货
MS-2772,MC-1075,02/22/2025,12926,专线物流
MS-2773,MC-938,2026-02-11,3079,专线物流
MS-2774,MC-641,2025-07-19,17144,顺丰重货
MS-2775,MC-1394,10-09-2026,577,德邦
MS-2776,MC-1345,05/24/2025,10548,顺丰重货
MS-2777,MC-365,04/04/2024,113,德邦
MS-2778,MC-985,2024-03-22,7928,德邦
MS-2779,MC-515,2024-05-11,7002,顺丰重货
MS-2780,MC-120,09/10/2024,2074,德邦
MS-2781,MC-756,2025-10-25,11209,顺丰重货
MS-2782,MC-1160,11/23/2026,7789,自提
MS-2783,MC-141,10/16/2025,2708,顺丰重货
MS-2784,MC-583,08/02/2026,18960,顺丰重货
MS-2785,MC-702,11/14/2025,12804,专线物流
MS-2786,MC-786,2024-11-16,10857,自提
MS-2787,MC-1303,2025-03-18,6250,德邦
MS-2788,MC-533,2025-01-21,15572,专线物流
MS-2789,MC-1326,10-03-2026,17179,专线物流
MS-2790,MC-687,2024-06-05,5292,自提
MS-2791,MC-1388,2026-06-11,3680,德邦
MS-2792,MC-537,02/12/2026,14876,专线物流
MS-2793,MC-787,07-09-2024,15081,德邦
MS-2794,MC-287,2025-04-21,12384,专线物流
MS-2795,MC-336,2025-02-26,19691,德邦
MS-2796,MC-647,07/12/2024,6870,专线物流
MS-2797,MC-950,07-03-2025,11716,专线物流
MS-2798,MC-839,2026-02-18,1692,自提
MS-2799,MC-872,16-07-2026,3405,顺丰重货
MS-2800,MC-384,2026-08-16,17246,顺丰重货
MS-2801,MC-777,09/12/2025,840,德邦
MS-2802,MC-537,2026-01-19,9943,德邦
MS-2803,MC-336,2024-02-27,19127,专线物流
MS-2804,MC-1274,06/26/2024,4777,顺丰重货
MS-2805,MC-414,2025-05-26,18463,德邦
MS-2806,MC-340,2025-10-26,3061,自提
MS-2807,MC-22,2025-12-01,12728,德邦
MS-2808,MC-447,2025-04-15,9626,顺丰重货
MS-2809,MC-1345,02/18/2026,1480,自提
MS-2810,MC-303,12-03-2025,2918,自提
MS-2811,MC-30,12-02-2024,3263,德邦
MS-2812,MC-1289,09/19/2025,529,德邦
MS-2813,MC-361,03/17/2025,17456,专线物流
MS-2814,MC-26,21-03-2024,13962,顺丰重货
MS-2815,MC-1092,2026-07-23,18201,专线物流
MS-2816,MC-422,2026-08-06,19075,顺丰重货
MS-2817,MC-9,2024-09-08,14513,德邦
MS-2818,MC-1074,09/18/2026,11504,自提
MS-2819,MC-716,13-08-2024,15505,德邦
MS-2820,MC-420,2025-04-25,10139,顺丰重货
MS-2821,MC-591,2025-05-27,392,顺丰重货
MS-2822,MC-608,2024-04-03,4718,德邦
MS-2823,MC-860,2026-05-09,17212,顺丰重货
MS-2824,MC-574,2024-06-26,6347,顺丰重货
MS-2825,MC-1023,04/16/2026,3792,德邦
MS-2826,MC-314,2024-05-21,5615,德邦
MS-2827,MC-548,13-01-2024,11787,顺丰重货
MS-2828,MC-776,2026-09-01,18979,自提
MS-2829,MC-1258,2025-10-22,2466,自提
MS-2830,MC-1122,2026-05-02,2237,顺丰重货
MS-2831,MC-1128,02-03-2024,5118,自提
MS-2832,MC-1161,2025-11-02,17417,顺丰重货
MS-2833,MC-328,2026-10-15,597,专线物流
MS-2834,MC-1028,2025-06-17,8857,顺丰重货
MS-2835,MC-1040,2024-04-15,11326,顺丰重货
MS-2836,MC-377,05/28/2026,13229,专线物流
MS-2837,MC-523,17-07-2026,17907,顺丰重货
MS-2838,MC-1145,08/28/2024,19321,顺丰重货
MS-2839,MC-829,12/06/2024,6576,德邦
MS-2840,MC-1104,12/13/2025,19760,专线物流
MS-2841,MC-689,02/15/2026,5385,自提
MS-2842,MC-1017,12/06/2026,13367,专线物流
MS-2843,MC-880,05/04/2026,16740,自提
MS-2844,MC-453,05/28/2025,17327,德邦
MS-2845,MC-931,14-06-2024,9713,专线物流
MS-2846,MC-968,2024-03-08,8786,自提
MS-2847,MC-730,2026-03-14,4670,顺丰重货
MS-2848,MC-1309,2026-04-09,11734,顺丰重货
MS-2849,MC-1298,11-12-2024,18542,专线物流
MS-2850,MC-1159,2026-09-27,530,自提
MS-2851,MC-1142,10/17/2026,15178,顺丰重货
MS-2852,MC-692,2024-10-09,18407,自提
MS-2853,MC-795,21-04-2026,16447,德邦
MS-2854,MC-114,2024-11-06,5468,顺丰重货
MS-2855,MC-1351,06/08/2024,5304,自提
MS-2856,MC-456,2026-09-06,2995,自提
MS-2857,MC-474,2025-08-14,9830,顺丰重货
MS-2858,MC-134,2024-09-14,9486,顺丰重货
MS-2859,MC-111,2026-02-24,16511,专线物流
MS-2860,MC-439,2024-12-18,4967,专线物流
MS-2861,MC-1337,04/23/2024,2062,德邦
MS-2862,MC-1357,2026-11-12,3216,自提
MS-2863,MC-1127,2024-04-24,2740,顺丰重货
MS-2864,MC-1393,19-03-2024,17192,顺丰重货
MS-2865,MC-1277,19-01-2025,12280,顺丰重货
MS-2866,MC-408,15-08-2025,2132,专线物流
MS-2867,MC-865,2026-11-07,7332,顺丰重货
MS-2868,MC-930,10/10/2026,9007,德邦
MS-2869,MC-638,2024-02-15,8974,顺丰重货
MS-2870,MC-308,2024-12-17,14773,顺丰重货
MS-2871,MC-781,2025-02-23,13387,德邦
MS-2872,MC-296,07/18/2025,9209,自提
MS-2873,MC-1146,01/04/2025,4721,德邦
MS-2874,MC-1022,2025-04-26,2504,德邦
MS-2875,MC-417,2024-10-08,19173,顺丰重货
MS-2876,MC-468,02-10-2025,18098,专线物流
MS-2877,MC-440,2024-03-01,6618,德邦
MS-2878,MC-347,2024-08-18,6157,德邦
MS-2879,MC-375,06/02/2024,7750,专线物流
MS-2880,MC-425,2024-06-13,4864,专线物流
MS-2881,MC-804,10/08/2024,16601,顺丰重货
MS-2882,MC-529,2025-12-09,8424,顺丰重货
MS-2883,MC-673,15-10-2026,9854,德邦
MS-2884,MC-474,2025-01-13,11814,专线物流
MS-2885,MC-1080,27-11-2024,14398,德邦
MS-2886,MC-811,11-09-2025,12213,顺丰重货
MS-2887,MC-1124,11-09-2025,1954,专线物流
MS-2888,MC-316,2024-05-01,16110,自提
MS-2889,MC-738,2026-01-19,17719,自提
MS-2890,MC-1130,2026-07-24,17764,专线物流
MS-2891,MC-757,06/22/2026,19399,自提
MS-2892,MC-938,2024-02-08,16720,专线物流
MS-2893,MC-1271,11/08/2024,8439,自提
MS-2894,MC-356,2024-02-22,714,德邦
MS-2895,MC-1380,2024-09-19,3221,顺丰重货
MS-2896,MC-548,2025-08-22,8220,自提
MS-2897,MC-312,04/18/2024,1562,德邦
MS-2898,MC-575,2026-03-21,5460,自提
MS-2899,MC-656,24-02-2025,15478,自提
MS-2900,MC-313,19-06-2026,14330,专线物流
MS-2901,MC-605,21-11-2025,15683,自提
MS-2902,MC-407,2026-04-01,17923,德邦
MS-2903,MC-806,2025-11-19,17962,德邦
MS-2904,MC-11,2026-10-15,6056,专线物流
MS-2905,MC-604,08/22/2024,19489,专线物流
MS-2906,MC-477,2026-12-10,17478,德邦
MS-2907,MC-1185,02/27/2025,1392,专线物流
MS-2908,MC-777,2025-06-07,9375,自提
MS-2909,MC-634,2025-09-16,8143,德邦
MS-2910,MC-1201,07/23/2025,13273,自提
MS-2911,MC-743,2024-07-09,3510,专线物流
MS-2912,MC-759,2026-01-22,15016,顺丰重货
MS-2913,MC-1015,2024-08-28,1554,专线物流
MS-2914,MC-864,04/04/2025,15206,顺丰重货
MS-2915,MC-592,2024-05-02,1368,德邦
MS-2916,MC-1087,01/18/2026,4051,德邦
MS-2917,MC-893,10/12/2025,12472,自提
MS-2918,MC-433,2026-10-24,17388,德邦
MS-2919,MC-1276,01/04/2024,15394,德邦
MS-2920,MC-1011,2024-05-12,12362,自提
MS-2921,MC-23,05/27/2026,17259,顺丰重货
MS-2922,MC-1165,2024-06-09,15694,德邦
MS-2923,MC-139,16-12-2026,16338,顺丰重货
MS-2924,MC-778,2024-11-15,11474,专线物流
MS-2925,MC-1222,05-10-2024,3268,自提
MS-2926,MC-903,06/09/2025,9118,专线物流
MS-2927,MC-125,09/03/2024,6794,顺丰重货
MS-2928,MC-608,11/19/2026,16520,自提
MS-2929,MC-120,01-05-2026,4557,专线物流
MS-2930,MC-912,26-03-2025,16432,顺丰重货
MS-2931,MC-1000,01/01/2025,1804,自提
MS-2932,MC-1013,2026-03-01,16350,顺丰重货
MS-2933,MC-599,2024-09-27,4170,自提
MS-2934,MC-1346,2026-02-06,18490,顺丰重货
MS-2935,MC-1036,08/11/2026,12497,德邦
MS-2936,MC-1361,26-09-2025,16256,专线物流
MS-2937,MC-579,2025-05-18,14474,自提
MS-2938,MC-284,2026-12-05,4560,德邦
MS-2939,MC-283,05/18/2026,17317,德邦
MS-2940,MC-305,2025-10-24,17142,自提
MS-2941,MC-1043,2024-04-15,3020,德邦
MS-2942,MC-1372,2025-01-07,18686,自提
MS-2943,MC-505,2024-08-06,10338,自提
MS-2944,MC-1320,04/16/2024,1490,自提
MS-2945,MC-888,10/15/2024,5069,专线物流
MS-2946,MC-787,06/21/2026,1038,顺丰重货
MS-2947,MC-1279,2024-01-05,8097,专线物流
MS-2948,MC-906,2024-05-17,19398,自提
MS-2949,MC-1304,2026-09-18,4490,德邦
MS-2950,MC-739,2024-01-25,8467,自提
MS-2951,MC-340,04/03/2026,15013,德邦
MS-2952,MC-920,2024-08-21,658,顺丰重货
MS-2953,MC-491,10-06-2025,16106,专线物流
MS-2954,MC-1083,2026-10-05,2103,顺丰重货
MS-2955,MC-1394,10-08-2025,4488,顺丰重货
MS-2956,MC-1215,03/02/2025,1312,自提
MS-2957,MC-761,2026-07-25,14397,专线物流
MS-2958,MC-564,2025-01-28,8633,专线物流
MS-2959,MC-476,2024-03-08,16772,专线物流
MS-2960,MC-779,14-11-2026,7102,顺丰重货
MS-2961,MC-937,28-09-2025,556,专线物流
MS-2962,MC-1310,09-01-2024,108,德邦
MS-2963,MC-323,2024-06-27,18848,顺丰重货
MS-2964,MC-795,04/02/2025,19873,专线物流
MS-2965,MC-701,2024-08-10,10761,自提
MS-2966,MC-977,21-12-2024,17830,专线物流
MS-2967,MC-1286,2026-12-11,15272,顺丰重货
MS-2968,MC-508,2024-09-09,12769,顺丰重货
MS-2969,MC-940,07/11/2026,12220,专线物流
MS-2970,MC-285,2025-12-08,12286,自提
MS-2971,MC-534,03/25/2025,19609,自提
MS-2972,MC-532,2024-08-05,11715,自提
MS-2973,MC-948,17-04-2026,11486,顺丰重货
MS-2974,MC-762,2025-10-08,10953,德邦
MS-2975,MC-795,2025-07-08,11520,专线物流
MS-2976,MC-289,18-12-2024,11319,顺丰重货
MS-2977,MC-1355,16-04-2026,12961,自提
MS-2978,MC-133,01/01/2025,16961,自提
MS-2979,MC-508,04/08/2025,18276,德邦
MS-2980,MC-812,2024-04-19,1966,自提
MS-2981,MC-496,2024-11-19,9740,德邦
MS-2982,MC-681,2026-02-28,14642,自提
MS-2983,MC-494,2025-11-06,16650,德邦
MS-2984,MC-839,01/10/2025,9692,德邦
MS-2985,MC-442,2025-05-02,19471,德邦
MS-2986,MC-1100,05/21/2026,16594,专线物流
MS-2987,MC-134,2026-07-20,2495,德邦
MS-2988,MC-648,2025-01-01,19693,专线物流
MS-2989,MC-813,2026-03-03,11809,顺丰重货
MS-2990,MC-1086,08/23/2024,11915,顺丰重货
MS-2991,MC-795,2024-03-28,19888,专线物流
MS-2992,MC-1351,28-10-2026,2422,专线物流
MS-2993,MC-120,05/28/2024,8190,专线物流
MS-2994,MC-287,07/09/2025,18332,专线物流
MS-2995,MC-1384,2025-07-09,1690,自提
MS-2996,MC-329,01/17/2024,7659,自提
MS-2997,MC-1209,2026-12-07,7707,顺丰重货
MS-2998,MC-407,08/20/2025,15594,自提
MS-2999,MC-27,2026-12-20,9716,顺丰重货
MS-3000,MC-397,01/19/2026,8256,自提
