purchase_item_id,purchase_id,product_id,quantity,unit_cost
PI-2078,PC-1126,REF-1414,766,716
PI-2079,PC-409,SKU1118,866,"$2,065.00"
PI-2080,PC-909,MD-1682,862,1837
PI-2081,PC-1044,REF-1696,1127,816
PI-2082,PC-302,MD-1628,70,"$1,948.00"
PI-2083,PC-1330,REF-1021,205,703
PI-2084,PC-224,R-1635,694,159
PI-2085,PC-344,MD-1270,353,458
PI-2086,PC-569,SKU1621,386,"$1,892.00"
PI-2087,PC-711,R-1425,1805,"$2,826.00"
PI-2088,PC-9,MD-1489,903,"1 619,00"
PI-2089,PC-334,REF-1672,1380,"$2,851.00"
PI-2090,PC-48,REF-1626,637,563
PI-2091,PC-797,R-1749,855,1062
PI-2092,PC-97,MD-1489,35,2 957
PI-2093,PC-192,R-1606,603,1949
PI-2094,PC-1093,SKU1599,1427,1 437
PI-2095,PC-1114,MD-1142,1378,531
PI-2096,PC-473,MD-1789,1365,"1 584,00"
PI-2097,PC-54,SKU1321,847,1257
PI-2098,PC-1138,REF-1216,496,2 135
PI-2099,PC-262,MD-1207,1015,818
PI-2100,PC-263,SKU1376,176,"$2,062.00"
PI-2101,PC-11,R-1330,1752,2373
PI-2102,PC-690,SKU1335,1705,731
PI-2103,PC-491,R-1440,72,"2 071,00"
PI-2104,PC-966,R-1430,1658,840
PI-2105,PC-1152,MD-1404,1923,1944
PI-2106,PC-1218,REF-1211,1465,"1 460,00"
PI-2107,PC-192,REF-1359,650,"2 488,00"
PI-2108,PC-478,REF-1195,1480,146
PI-2109,PC-1112,R-1705,1373,1627
PI-2110,PC-602,SKU1642,1650,"2 318,00"
PI-2111,PC-1271,SKU1585,54,"976,00"
PI-2112,PC-135,REF-1537,839,555
PI-2113,PC-836,R-1564,413,2 882
PI-2114,PC-574,MD-1581,862,459
PI-2115,PC-428,MD-1551,675,$420.00
PI-2116,PC-508,MD-1249,856,"1 717,00"
PI-2117,PC-819,REF-1067,929,$266.00
PI-2118,PC-1125,R-1109,980,1630
PI-2119,PC-662,SKU1201,1526,"$2,269.00"
PI-2120,PC-706,SKU1662,1827,2489
PI-2121,PC-979,REF-1190,1107,474
PI-2122,PC-333,SKU1486,1457,1646
PI-2123,PC-931,MD-1133,36,1 749
PI-2124,PC-747,R-1678,1521,767
PI-2125,PC-12,REF-1697,20,279
PI-2126,PC-1457,REF-1361,420,2954
PI-2127,PC-838,SKU1570,253,2326
PI-2128,PC-1346,R-1159,1225,"$2,733.00"
PI-2129,PC-1309,SKU1767,1780,1528
PI-2130,PC-531,MD-1792,1337,2913
PI-2131,PC-1286,R-1289,73,1994
PI-2132,PC-553,R-1233,1425,1508
PI-2133,PC-521,MD-1427,1748,2631
PI-2134,PC-1469,REF-1535,182,"$2,609.00"
PI-2135,PC-243,SKU1245,896,"$1,557.00"
PI-2136,PC-136,R-1159,362,2126
PI-2137,PC-482,R-1710,1937,$952.00
PI-2138,PC-145,MD-1380,933,"$2,361.00"
PI-2139,PC-1467,REF-1622,299,2925
PI-2140,PC-953,R-1476,935,1494
PI-2141,PC-507,MD-1133,1487,2869
PI-2142,PC-747,R-1586,173,38
PI-2143,PC-914,R-1297,194,"$2,014.00"
PI-2144,PC-1083,SKU1750,911,"$1,138.00"
PI-2145,PC-1233,REF-1439,551,"$1,736.00"
PI-2146,PC-1218,MD-1664,1137,592
PI-2147,PC-1000,R-1731,421,"146,00"
PI-2148,PC-1157,SKU1651,422,"1 034,00"
PI-2149,PC-1219,R-1289,1240,468
PI-2150,PC-1088,REF-1214,587,$637.00
PI-2151,PC-349,R-1660,1773,1775
PI-2152,PC-66,R-1223,1926,"$1,469.00"
PI-2153,PC-1385,R-1666,981,1400
PI-2154,PC-548,MD-1561,172,$882.00
PI-2155,PC-450,SKU1756,1737,410
PI-2156,PC-219,SKU1662,856,1509
PI-2157,PC-504,SKU1072,388,$834.00
PI-2158,PC-309,SKU1713,1762,$26.00
PI-2159,PC-590,REF-1166,1405,"$1,888.00"
PI-2160,PC-517,REF-1515,564,246
PI-2161,PC-1242,MD-1362,466,$408.00
PI-2162,PC-661,REF-1783,152,$410.00
PI-2163,PC-470,REF-1226,279,"$1,854.00"
PI-2164,PC-1065,MD-1194,1287,2281
PI-2165,PC-66,SKU1610,389,"$1,055.00"
PI-2166,PC-132,REF-1780,524,1 972
PI-2167,PC-1109,SKU1055,999,1896
PI-2168,PC-1399,MD-1528,946,2008
PI-2169,PC-878,MD-1127,701,2440
PI-2170,PC-621,SKU1472,575,$383.00
PI-2171,PC-804,REF-1244,1302,$31.00
PI-2172,PC-343,REF-1400,1980,2393
PI-2173,PC-169,SKU1177,1364,2540
PI-2174,PC-1363,SKU1525,1107,$406.00
PI-2175,PC-1486,R-1386,726,$252.00
PI-2176,PC-1353,SKU1451,1820,$50.00
PI-2177,PC-1061,R-1157,1857,"2 204,00"
PI-2178,PC-299,REF-1028,1368,2795
PI-2179,PC-426,R-1481,547,"$1,961.00"
PI-2180,PC-1228,REF-1058,262,"$1,945.00"
PI-2181,PC-1094,MD-1436,897,2702
PI-2182,PC-1156,MD-1732,1073,"$1,102.00"
PI-2183,PC-98,R-1130,1240,"1 655,00"
PI-2184,PC-1263,MD-1636,642,"$2,794.00"
PI-2185,PC-1467,R-1236,588,$893.00
PI-2186,PC-487,R-1586,923,2119
PI-2187,PC-256,MD-1143,1665,1901
PI-2188,PC-454,R-1296,647,2867
PI-2189,PC-341,SKU1756,630,1567
PI-2190,PC-1207,MD-1392,764,2417
PI-2191,PC-388,REF-1706,717,2868
PI-2192,PC-867,MD-1208,589,1360
PI-2193,PC-333,SKU1687,1248,$881.00
PI-2194,PC-64,MD-1659,393,2989
PI-2195,PC-45,SKU1744,1496,"$1,137.00"
PI-2196,PC-17,SKU1607,1928,1720
PI-2197,PC-567,REF-1268,216,1562
PI-2198,PC-841,R-1473,1134,"$1,105.00"
PI-2199,PC-212,R-1710,1835,$785.00
PI-2200,PC-824,REF-1096,444,1680
PI-2201,PC-405,REF-1608,1923,$293.00
PI-2202,PC-1088,R-1274,258,"1 755,00"
PI-2203,PC-749,REF-1795,1442,1262
PI-2204,PC-465,R-1267,1496,2486
PI-2205,PC-808,R-1159,1125,2886
PI-2206,PC-982,REF-1092,1397,1511
PI-2207,PC-328,MD-1539,790,$86.00
PI-2208,PC-50,SKU1704,1887,"$2,107.00"
PI-2209,PC-659,REF-1057,521,"$1,029.00"
PI-2210,PC-136,R-1545,440,547
PI-2211,PC-654,R-1301,336,2 062
PI-2212,PC-438,R-1015,191,2037
PI-2213,PC-272,MD-1390,1888,2378
PI-2214,PC-975,REF-1605,34,730
PI-2215,PC-751,R-1752,163,"1 264,00"
PI-2216,PC-156,R-1441,908,2036
PI-2217,PC-1012,SKU1423,754,2 607
PI-2218,PC-500,SKU1691,1002,1290
PI-2219,PC-265,R-1293,113,$379.00
PI-2220,PC-6,REF-1316,1546,625
PI-2221,PC-1391,R-1476,1800,831
PI-2222,PC-59,R-1320,754,555
PI-2223,PC-414,REF-1232,1849,1002
PI-2224,PC-1325,MD-1333,588,956
PI-2225,PC-839,SKU1088,457,1633
PI-2226,PC-367,SKU1106,39,"$2,519.00"
PI-2227,PC-1013,MD-1729,198,"1 079,00"
PI-2228,PC-561,R-1759,677,218
PI-2229,PC-835,R-1565,1660,$33.00
PI-2230,PC-1237,MD-1634,1202,2 096
PI-2231,PC-1101,MD-1548,1931,$602.00
PI-2232,PC-163,SKU1750,1529,"$2,407.00"
PI-2233,PC-691,R-1730,1823,"$2,405.00"
PI-2234,PC-244,REF-1405,403,2986
PI-2235,PC-482,R-1749,1313,"$1,512.00"
PI-2236,PC-1120,REF-1741,484,"$2,485.00"
PI-2237,PC-1134,SKU1381,163,"2 197,00"
PI-2238,PC-1369,REF-1741,104,"$1,651.00"
PI-2239,PC-335,REF-1591,846,18
PI-2240,PC-1162,R-1388,608,2385
PI-2241,PC-1128,SKU1784,1140,1873
PI-2242,PC-127,MD-1165,573,1765
PI-2243,PC-766,R-1446,622,1507
PI-2244,PC-927,MD-1196,1534,"2 069,00"
PI-2245,PC-1499,MD-1339,475,129
PI-2246,PC-1448,REF-1461,795,1332
PI-2247,PC-111,R-1564,318,1440
PI-2248,PC-927,R-1520,134,578
PI-2249,PC-140,REF-1727,1622,181
PI-2250,PC-1274,R-1330,616,"953,00"
PI-2251,PC-832,REF-1665,1400,"$2,705.00"
PI-2252,PC-689,REF-1405,806,1416
PI-2253,PC-651,REF-1345,101,357
PI-2254,PC-613,SKU1426,597,2896
PI-2255,PC-546,R-1228,1677,414
PI-2256,PC-1403,REF-1211,1175,"1 100,00"
PI-2257,PC-1145,MD-1579,831,$51.00
PI-2258,PC-1163,REF-1515,1718,"$1,682.00"
PI-2259,PC-367,R-1730,670,"$2,230.00"
PI-2260,PC-1134,SKU1144,58,"$1,344.00"
PI-2261,PC-227,R-1003,603,"$2,844.00"
PI-2262,PC-223,R-1533,1813,"38,00"
PI-2263,PC-549,MD-1538,1642,"211,00"
PI-2264,PC-202,REF-1624,617,"$1,176.00"
PI-2265,PC-1322,REF-1629,1641,1116
PI-2266,PC-12,SKU1758,519,2175
PI-2267,PC-1083,SKU1662,281,$363.00
PI-2268,PC-49,MD-1561,1651,"$2,066.00"
PI-2269,PC-741,SKU1585,1167,"$2,397.00"
PI-2270,PC-1205,R-1614,992,2461
PI-2271,PC-1151,SKU1066,379,1155
PI-2272,PC-470,SKU1329,1759,2283
PI-2273,PC-1182,R-1749,1311,"$1,991.00"
PI-2274,PC-902,REF-1136,1866,"918,00"
PI-2275,PC-435,R-1334,1942,$894.00
PI-2276,PC-682,REF-1307,907,"1 418,00"
PI-2277,PC-658,SKU1454,88,1 642
PI-2278,PC-754,R-1129,1938,"$1,520.00"
PI-2279,PC-1430,R-1315,623,2868
PI-2280,PC-1390,REF-1096,41,$642.00
PI-2281,PC-264,MD-1133,149,$569.00
PI-2282,PC-90,MD-1517,1732,1 501
PI-2283,PC-1287,REF-1775,1580,41
PI-2284,PC-640,SKU1620,177,1144
PI-2285,PC-1309,MD-1729,1117,"$1,029.00"
PI-2286,PC-360,SKU1617,652,"1 746,00"
PI-2287,PC-1042,SKU1095,1865,$256.00
PI-2288,PC-500,REF-1391,1191,"2 190,00"
PI-2289,PC-353,R-1229,1528,"$1,529.00"
PI-2290,PC-1331,R-1443,1696,"1 472,00"
PI-2291,PC-989,REF-1331,805,132
PI-2292,PC-1327,MD-1143,1614,$661.00
PI-2293,PC-58,MD-1399,1462,"367,00"
PI-2294,PC-566,SKU1310,1836,1116
PI-2295,PC-655,MD-1131,1703,2039
PI-2296,PC-659,REF-1785,1450,"$2,022.00"
PI-2297,PC-979,REF-1414,1860,1880
PI-2298,PC-188,SKU1527,1672,240
PI-2299,PC-1031,SKU1152,542,2 425
PI-2300,PC-1151,R-1078,1702,1847
PI-2301,PC-681,REF-1624,1012,"$2,527.00"
PI-2302,PC-1117,MD-1458,1109,"$2,919.00"
PI-2303,PC-1422,SKU1452,299,2 575
PI-2304,PC-322,REF-1138,1046,1636
PI-2305,PC-587,SKU1247,134,"1 931,00"
PI-2306,PC-157,SKU1324,1475,777
PI-2307,PC-1403,MD-1542,244,1232
PI-2308,PC-613,MD-1210,837,517
PI-2309,PC-26,R-1422,1192,2 660
PI-2310,PC-108,SKU1555,1277,"1 651,00"
PI-2311,PC-1077,R-1229,1373,2560
PI-2312,PC-606,SKU1024,428,2226
PI-2313,PC-16,REF-1403,1404,1001
PI-2314,PC-441,R-1690,812,2520
PI-2315,PC-80,REF-1005,389,$13.00
PI-2316,PC-1478,SKU1040,1462,"$2,912.00"
PI-2317,PC-1227,MD-1007,1830,2 723
PI-2318,PC-874,MD-1717,289,"2 892,00"
PI-2319,PC-1120,REF-1629,583,"$2,404.00"
PI-2320,PC-950,REF-1257,1471,2446
PI-2321,PC-718,REF-1199,1390,116
PI-2322,PC-3,REF-1629,1603,311
PI-2323,PC-963,MD-1524,1512,2623
PI-2324,PC-1160,REF-1655,697,"1 244,00"
PI-2325,PC-1065,R-1752,1003,2 506
PI-2326,PC-57,MD-1207,800,103
PI-2327,PC-175,MD-1306,1235,$407.00
PI-2328,PC-589,R-1288,71,"1 928,00"
PI-2329,PC-1196,SKU1231,1344,"$2,553.00"
PI-2330,PC-1465,SKU1178,1657,1989
PI-2331,PC-631,SKU1128,941,$806.00
PI-2332,PC-734,SKU1575,972,525
PI-2333,PC-108,R-1013,1322,361
PI-2334,PC-1182,MD-1772,1866,2806
PI-2335,PC-1002,MD-1065,874,2500
PI-2336,PC-436,R-1353,1011,"$2,947.00"
PI-2337,PC-1406,MD-1362,1948,14
PI-2338,PC-980,REF-1268,838,1695
PI-2339,PC-1354,SKU1343,1780,$635.00
PI-2340,PC-249,MD-1358,365,$847.00
PI-2341,PC-1393,REF-1323,1156,1065
PI-2342,PC-878,R-1690,807,422
PI-2343,PC-649,SKU1088,889,2626
PI-2344,PC-1432,REF-1605,1678,908
PI-2345,PC-496,R-1388,471,"1 967,00"
PI-2346,PC-26,R-1132,26,"1 003,00"
PI-2347,PC-105,REF-1799,855,2005
PI-2348,PC-117,MD-1224,540,"$1,548.00"
PI-2349,PC-1385,MD-1757,880,"$1,951.00"
PI-2350,PC-1329,R-1725,1704,2278
PI-2351,PC-510,REF-1026,1103,1 190
PI-2352,PC-102,SKU1651,1845,2384
PI-2353,PC-576,MD-1634,1860,"$2,876.00"
PI-2354,PC-51,SKU1367,701,2895
PI-2355,PC-152,SKU1784,873,"2 147,00"
PI-2356,PC-591,MD-1427,1563,"$2,226.00"
PI-2357,PC-644,SKU1020,1664,923
PI-2358,PC-448,REF-1624,1997,"1 057,00"
PI-2359,PC-1449,SKU1242,773,$187.00
PI-2360,PC-1285,REF-1166,1234,"$2,562.00"
PI-2361,PC-1120,REF-1661,384,"$1,221.00"
PI-2362,PC-1202,R-1565,414,"$1,076.00"
PI-2363,PC-50,SKU1570,576,2391
PI-2364,PC-527,MD-1098,474,366
PI-2365,PC-1006,SKU1024,1803,2248
PI-2366,PC-98,R-1532,309,410
PI-2367,PC-1182,MD-1436,1052,"2 878,00"
PI-2368,PC-1020,R-1652,1379,519
PI-2369,PC-721,SKU1718,1463,1600
PI-2370,PC-191,R-1598,349,1705
PI-2371,PC-729,REF-1316,1975,1270
PI-2372,PC-289,SKU1128,826,234
PI-2373,PC-1377,REF-1685,419,2683
PI-2374,PC-742,SKU1687,637,1 543
PI-2375,PC-583,MD-1250,1683,2961
PI-2376,PC-1033,SKU1346,1476,1812
PI-2377,PC-286,MD-1258,324,$155.00
PI-2378,PC-566,SKU1002,295,"$2,683.00"
PI-2379,PC-287,REF-1213,715,"$2,114.00"
PI-2380,PC-252,R-1748,923,2779
PI-2381,PC-1020,MD-1659,836,1078
PI-2382,PC-958,MD-1516,875,2581
PI-2383,PC-210,R-1646,1175,306
PI-2384,PC-770,REF-1102,416,1589
PI-2385,PC-468,MD-1017,938,"$2,775.00"
PI-2386,PC-351,R-1598,20,"$2,134.00"
PI-2387,PC-916,REF-1162,1432,2197
PI-2388,PC-1410,R-1293,1039,1 865
PI-2389,PC-749,MD-1670,336,1 584
PI-2390,PC-461,R-1759,312,862
PI-2391,PC-367,R-1124,540,"2 669,00"
PI-2392,PC-1428,MD-1485,1833,1835
PI-2393,PC-1148,SKU1085,1157,2166
PI-2394,PC-817,REF-1300,1183,375
PI-2395,PC-954,MD-1683,32,$197.00
PI-2396,PC-1311,SKU1649,640,994
PI-2397,PC-1495,R-1646,679,"$1,079.00"
PI-2398,PC-960,R-1312,944,902
PI-2399,PC-1090,REF-1650,1983,1200
PI-2400,PC-201,MD-1200,196,1695
PI-2401,PC-210,MD-1458,1586,"$2,307.00"
PI-2402,PC-450,SKU1088,431,2566
PI-2403,PC-678,SKU1580,1807,1328
PI-2404,PC-1365,MD-1167,1353,2014
PI-2405,PC-1249,REF-1412,89,63
PI-2406,PC-329,R-1520,609,2350
PI-2407,PC-632,MD-1636,1018,2042
PI-2408,PC-82,SKU1376,541,556
PI-2409,PC-733,REF-1173,702,1 968
PI-2410,PC-398,SKU1056,253,2 150
PI-2411,PC-1436,SKU1177,1268,977
PI-2412,PC-1288,REF-1429,124,389
PI-2413,PC-633,REF-1276,677,2 827
PI-2414,PC-922,R-1293,490,"$1,601.00"
PI-2415,PC-1192,REF-1669,1783,"$2,901.00"
PI-2416,PC-1423,REF-1394,1204,"2 268,00"
PI-2417,PC-1499,R-1013,534,30
PI-2418,PC-84,SKU1314,1088,"$1,707.00"
PI-2419,PC-473,REF-1461,1010,"$2,037.00"
PI-2420,PC-1043,MD-1049,1469,1773
PI-2421,PC-256,SKU1384,1304,1749
PI-2422,PC-1421,REF-1256,1504,527
PI-2423,PC-1077,MD-1225,316,600
PI-2424,PC-143,SKU1242,1478,"1 322,00"
PI-2425,PC-1477,R-1278,1084,"733,00"
PI-2426,PC-9,MD-1270,1985,"$1,241.00"
PI-2427,PC-239,R-1563,366,"$1,359.00"
PI-2428,PC-778,REF-1790,1176,"$2,836.00"
PI-2429,PC-403,SKU1048,495,1370
PI-2430,PC-92,REF-1401,18,2191
PI-2431,PC-1342,REF-1221,1591,$686.00
PI-2432,PC-590,REF-1354,871,2122
PI-2433,PC-1494,SKU1020,675,310
PI-2434,PC-881,SKU1676,69,"277,00"
PI-2435,PC-1359,REF-1403,1523,"$1,533.00"
PI-2436,PC-857,R-1355,1843,2102
PI-2437,PC-901,MD-1227,1677,794
PI-2438,PC-1192,MD-1052,579,1835
PI-2439,PC-788,MD-1333,517,1479
PI-2440,PC-1492,REF-1483,211,821
PI-2441,PC-749,SKU1095,874,$102.00
PI-2442,PC-267,R-1013,1620,1391
PI-2443,PC-972,R-1488,873,"$2,058.00"
PI-2444,PC-269,REF-1269,717,2 769
PI-2445,PC-1155,R-1018,1192,1283
PI-2446,PC-1393,REF-1316,1145,2423
PI-2447,PC-615,MD-1482,382,"$2,201.00"
PI-2448,PC-121,MD-1548,935,"$2,024.00"
PI-2449,PC-375,SKU1469,1289,1922
PI-2450,PC-218,REF-1185,273,$832.00
PI-2451,PC-939,MD-1369,62,492
PI-2452,PC-856,R-1340,1154,907
PI-2453,PC-995,REF-1083,1607,"647,00"
PI-2454,PC-933,R-1573,1457,"$2,093.00"
PI-2455,PC-522,MD-1458,257,"$1,246.00"
PI-2456,PC-999,SKU1490,1150,"$1,935.00"
PI-2457,PC-200,MD-1305,1036,"$2,020.00"
PI-2458,PC-108,R-1013,834,1416
PI-2459,PC-1196,MD-1638,294,1852
PI-2460,PC-883,MD-1548,279,475
PI-2461,PC-653,REF-1738,1278,"$2,586.00"
PI-2462,PC-1423,R-1288,884,1474
PI-2463,PC-1107,R-1290,1258,2313
PI-2464,PC-1095,MD-1524,772,$877.00
PI-2465,PC-20,MD-1250,1152,864
PI-2466,PC-1471,REF-1457,1243,"$1,247.00"
PI-2467,PC-37,R-1419,809,"$2,720.00"
PI-2468,PC-272,SKU1718,363,1768
PI-2469,PC-1047,MD-1098,1143,903
PI-2470,PC-1305,R-1206,1712,"$2,651.00"
PI-2471,PC-125,SKU1527,1398,"$2,948.00"
PI-2472,PC-636,SKU1574,1488,"$1,025.00"
PI-2473,PC-218,REF-1273,1718,"$1,540.00"
PI-2474,PC-797,SKU1040,258,137
PI-2475,PC-655,REF-1338,1064,2578
PI-2476,PC-664,R-1193,1344,1426
PI-2477,PC-778,SKU1095,358,74
PI-2478,PC-609,SKU1152,1278,"$2,347.00"
PI-2479,PC-1269,REF-1655,1563,1848
PI-2480,PC-752,MD-1181,1362,"404,00"
PI-2481,PC-302,MD-1387,72,87
PI-2482,PC-685,SKU1691,1239,1134
PI-2483,PC-329,R-1523,1717,1545
PI-2484,PC-249,MD-1428,597,2985
PI-2485,PC-89,R-1262,547,2 883
PI-2486,PC-123,MD-1616,1708,"1 162,00"
PI-2487,PC-418,MD-1030,1133,47
PI-2488,PC-595,MD-1538,1349,"1 870,00"
PI-2489,PC-1097,MD-1434,599,"$2,517.00"
PI-2490,PC-1211,SKU1398,1000,605
PI-2491,PC-1385,R-1751,1308,2992
PI-2492,PC-392,MD-1204,1234,"$2,020.00"
PI-2493,PC-1277,R-1312,633,$486.00
PI-2494,PC-1336,REF-1141,1979,"1 571,00"
PI-2495,PC-789,REF-1009,1509,1135
PI-2496,PC-133,SKU1593,1273,615
PI-2497,PC-658,R-1001,999,644
PI-2498,PC-911,R-1606,1997,2842
PI-2499,PC-410,SKU1735,1058,"$2,322.00"
PI-2500,PC-849,MD-1757,127,940
PI-2501,PC-583,SKU1668,178,"$1,963.00"
PI-2502,PC-790,SKU1640,161,2716
PI-2503,PC-1124,SKU1253,861,211
PI-2504,PC-1351,R-1545,1097,665
PI-2505,PC-407,MD-1133,459,2330
PI-2506,PC-806,R-1252,1025,2 716
PI-2507,PC-242,MD-1127,803,155
PI-2508,PC-295,REF-1591,1316,372
PI-2509,PC-801,REF-1650,309,"1 110,00"
PI-2510,PC-1496,R-1290,644,2732
PI-2511,PC-1169,MD-1717,1060,1 918
PI-2512,PC-1210,MD-1113,965,"2 423,00"
PI-2513,PC-514,SKU1740,1843,"$1,147.00"
PI-2514,PC-1319,MD-1625,482,"2 132,00"
PI-2515,PC-1390,REF-1102,1825,328
PI-2516,PC-1422,SKU1245,1669,1 714
PI-2517,PC-1063,REF-1238,508,"$2,375.00"
PI-2518,PC-197,REF-1185,227,$413.00
PI-2519,PC-568,SKU1172,464,$923.00
PI-2520,PC-55,REF-1694,244,1213
PI-2521,PC-326,MD-1682,1150,5
PI-2522,PC-1202,MD-1122,1866,"$2,079.00"
PI-2523,PC-717,REF-1243,1028,$422.00
PI-2524,PC-1188,R-1532,966,2159
PI-2525,PC-1299,MD-1664,520,"$1,733.00"
PI-2526,PC-1224,SKU1556,944,386
PI-2527,PC-482,MD-1333,528,2 393
PI-2528,PC-1487,R-1533,1782,"1 123,00"
PI-2529,PC-794,SKU1367,1636,"$1,535.00"
PI-2530,PC-807,R-1748,119,2998
PI-2531,PC-528,SKU1571,425,"1 627,00"
PI-2532,PC-154,REF-1432,1456,$49.00
PI-2533,PC-1157,MD-1516,1595,2441
PI-2534,PC-294,REF-1190,1291,"$1,957.00"
PI-2535,PC-48,SKU1085,1951,2890
PI-2536,PC-1177,REF-1186,262,"$2,077.00"
PI-2537,PC-1050,R-1567,463,1116
PI-2538,PC-421,MD-1098,1745,$940.00
PI-2539,PC-1178,MD-1061,420,2345
PI-2540,PC-1466,SKU1029,523,1120
PI-2541,PC-473,REF-1294,117,"$2,552.00"
PI-2542,PC-1145,SKU1076,429,2613
PI-2543,PC-888,REF-1073,113,1440
PI-2544,PC-152,SKU1454,1372,1833
PI-2545,PC-979,SKU1607,1448,"$1,364.00"
PI-2546,PC-1166,REF-1102,1104,1 018
PI-2547,PC-1484,MD-1558,1223,664
PI-2548,PC-49,R-1015,1178,2723
PI-2549,PC-1176,SKU1201,863,1814
PI-2550,PC-1223,MD-1638,1722,1731
PI-2551,PC-1118,MD-1052,1373,"$1,640.00"
PI-2552,PC-962,MD-1634,1681,678
PI-2553,PC-1440,SKU1653,1229,$775.00
PI-2554,PC-1485,REF-1137,1234,1545
PI-2555,PC-1373,MD-1167,1595,"$2,279.00"
PI-2556,PC-366,R-1614,1211,548
PI-2557,PC-777,REF-1360,1821,1474
PI-2558,PC-238,REF-1263,1276,2 163
PI-2559,PC-536,R-1239,1282,"$1,085.00"
PI-2560,PC-202,REF-1186,1951,8
PI-2561,PC-335,R-1648,558,"2 636,00"
PI-2562,PC-112,MD-1479,979,"$1,835.00"
PI-2563,PC-213,SKU1002,993,2944
PI-2564,PC-360,MD-1647,73,"2 955,00"
PI-2565,PC-1374,MD-1496,983,108
PI-2566,PC-1114,MD-1127,1120,"$2,501.00"
PI-2567,PC-508,REF-1715,1064,2162
PI-2568,PC-307,REF-1737,1965,1760
PI-2569,PC-936,MD-1041,1975,2189
PI-2570,PC-757,REF-1727,444,1852
PI-2571,PC-251,REF-1176,192,$342.00
PI-2572,PC-1435,MD-1492,131,911
PI-2573,PC-39,SKU1486,704,1 384
PI-2574,PC-1001,SKU1177,1944,757
PI-2575,PC-629,MD-1410,316,"2 664,00"
PI-2576,PC-820,SKU1056,900,2994
PI-2577,PC-715,R-1355,891,2164
PI-2578,PC-556,SKU1318,1269,1 791
PI-2579,PC-639,SKU1247,1118,805
PI-2580,PC-434,R-1752,822,1731
PI-2581,PC-876,REF-1263,15,$326.00
PI-2582,PC-1038,REF-1786,876,773
PI-2583,PC-1485,MD-1428,1631,"1 175,00"
PI-2584,PC-892,REF-1266,856,$751.00
PI-2585,PC-845,REF-1403,1985,1613
PI-2586,PC-944,MD-1379,1497,"$2,282.00"
PI-2587,PC-797,MD-1729,1527,123
PI-2588,PC-1319,R-1473,1309,2193
PI-2589,PC-860,REF-1162,707,$25.00
PI-2590,PC-1314,R-1120,1987,982
PI-2591,PC-1001,SKU1397,1759,$850.00
PI-2592,PC-937,MD-1127,578,2313
PI-2593,PC-718,R-1796,1328,"$2,166.00"
PI-2594,PC-115,R-1562,910,429
PI-2595,PC-867,SKU1572,578,64
PI-2596,PC-1003,REF-1099,145,2406
PI-2597,PC-58,REF-1650,1053,"$1,236.00"
PI-2598,PC-1070,R-1050,1269,"$2,885.00"
PI-2599,PC-1464,REF-1361,1046,$59.00
PI-2600,PC-22,MD-1240,329,"$2,103.00"
PI-2601,PC-1447,SKU1343,1821,$977.00
PI-2602,PC-1364,R-1295,626,"$2,926.00"
PI-2603,PC-116,R-1119,70,1093
PI-2604,PC-1431,R-1648,98,2595
PI-2605,PC-179,R-1419,1808,303
PI-2606,PC-310,MD-1485,1002,1524
PI-2607,PC-460,SKU1341,1804,"$1,001.00"
PI-2608,PC-1364,R-1660,430,662
PI-2609,PC-126,REF-1213,655,233
PI-2610,PC-245,REF-1779,783,"2 597,00"
PI-2611,PC-1425,R-1336,396,1997
PI-2612,PC-773,R-1666,256,"$1,699.00"
PI-2613,PC-282,MD-1505,351,1842
PI-2614,PC-994,SKU1247,1521,2685
PI-2615,PC-261,SKU1474,181,2 371
PI-2616,PC-490,SKU1585,1259,2249
PI-2617,PC-675,REF-1775,1451,"$2,315.00"
PI-2618,PC-211,REF-1745,75,"2 768,00"
PI-2619,PC-1435,R-1003,534,2436
PI-2620,PC-1168,REF-1269,808,838
PI-2621,PC-1213,R-1438,1131,911
PI-2622,PC-1173,MD-1467,638,392
PI-2623,PC-490,SKU1341,1149,295
PI-2624,PC-1439,MD-1097,518,2113
PI-2625,PC-708,REF-1287,245,2591
PI-2626,PC-1483,REF-1405,891,211
PI-2627,PC-681,MD-1485,1393,2999
PI-2628,PC-80,MD-1143,28,"$2,756.00"
PI-2629,PC-1372,SKU1002,1721,$34.00
PI-2630,PC-125,REF-1054,448,"$1,846.00"
PI-2631,PC-535,SKU1610,895,"$2,901.00"
PI-2632,PC-1015,REF-1786,1530,"$1,544.00"
PI-2633,PC-1094,MD-1707,1246,1770
PI-2634,PC-516,REF-1269,1260,1618
PI-2635,PC-343,R-1588,319,1 535
PI-2636,PC-1458,REF-1199,425,"$2,949.00"
PI-2637,PC-389,REF-1728,1758,"$1,593.00"
PI-2638,PC-1390,MD-1282,1618,2743
PI-2639,PC-532,REF-1483,1583,$236.00
PI-2640,PC-1292,REF-1361,979,822
PI-2641,PC-1295,SKU1327,1455,1 782
PI-2642,PC-941,MD-1303,850,2096
PI-2643,PC-566,REF-1537,1580,1610
PI-2644,PC-1127,SKU1172,378,$414.00
PI-2645,PC-961,R-1796,402,1926
PI-2646,PC-776,R-1521,643,"$1,275.00"
PI-2647,PC-1410,R-1503,536,968
PI-2648,PC-569,REF-1797,773,1982
PI-2649,PC-207,REF-1530,769,2951
