shipment_id,supplier_id,part_number,quantity,unit_cost,order_date,arrival_date,lead_time_days
SHIP-1700,MFG-123,PN-8045,158,76.72,2022-12-28,06/08/2022,17
SHIP-1701,MFG-37,PN-1029,186,"7,85",2021-10-04,2021-04-21,28
SHIP-1702,MFG-122,PN-6632,19,"71,34",06-02-2020,2021-12-18,9
SHIP-1703,MFG-189,PN-8772,176,17.25,2021-08-12,09-12-2021,27
SHIP-1704,MFG-6,PN-7360,10,63.09,2021-10-19,2020-04-19,2
SHIP-1705,MFG-148,PN-1341,86,35.96,2024-09-27,2023-04-25,1
SHIP-1706,MFG-23,PN-5792,135,5.44,04/06/2022,20-03-2022,30
SHIP-1707,MFG-56,PN-8521,18,16,2024-04-18,2023-08-06,48
SHIP-1708,MFG-127,PN-6515,35,45.78,06/14/2023,04/24/2023,14
SHIP-1709,MFG-38,PN-2647,119,57.33,2020-01-17,07/02/2023,10
SHIP-1710,MFG-112,PN-8761,14,"47,43",02/22/2023,05-11-2024,22
SHIP-1711,MFG-1,PN-5533,64,6.19,10/18/2024,2020-09-12,20
SHIP-1712,MFG-77,PN-6985,21,69.04,2023-02-12,2021-10-28,12
SHIP-1713,MFG-53,PN-8649,125,"16,38",2024-02-25,2020-02-08,27
SHIP-1714,MFG-91,PN-3688,12,26.28,08/13/2023,2020-06-04,2
SHIP-1715,MFG-61,PN-4598,159,93.12,07/26/2020,2020-01-08,24
SHIP-1716,MFG-121,PN-4952,191,63.62,02-09-2023,2022-01-21,33
SHIP-1717,MFG-190,PN-2866,12,1,2023-11-10,17-12-2020,26
SHIP-1718,MFG-144,PN-5492,12,22.09,2021-02-17,2022-02-01,22
SHIP-1719,MFG-186,PN-1177,11,47,27-02-2021,05/06/2020,18
SHIP-1720,MFG-93,PN-4304,15,28,2020-04-10,2024-10-18,15
SHIP-1721,MFG-85,PN-7091,60,63.94,2023-02-14,2023-09-17,23
SHIP-1722,MFG-99,PN-5068,131,75.08,2020-02-06,10-07-2023,9
SHIP-1723,MFG-35,PN-1387,93,46.52,2020-01-04,2024-05-18,49
SHIP-1724,MFG-199,PN-5650,15,24,2022-05-07,2023-11-07,26
SHIP-1725,MFG-166,PN-1638,35,14.92,15-01-2022,2022-08-12,16
SHIP-1726,MFG-152,PN-7942,59,43.69,02-06-2024,20-12-2022,3
SHIP-1727,MFG-44,PN-8026,186,78,2023-01-02,2021-07-23,14
SHIP-1728,MFG-97,PN-1484,200,"17,19",2020-12-16,2023-12-26,67
SHIP-1729,MFG-182,PN-3711,76,"20,57",2021-11-01,2020-05-10,29
SHIP-1730,MFG-161,PN-5030,71,96,2020-09-01,25-10-2020,7
SHIP-1731,MFG-27,PN-8986,10,"46,84",2020-12-12,2021-09-07,37
SHIP-1732,MFG-51,PN-4912,11,"70,8",05/23/2021,13-10-2024,12
SHIP-1733,MFG-14,PN-4743,197,61,2022-03-05,2023-12-12,28
SHIP-1734,MFG-28,PN-2346,55,66.29,2024-08-16,12/18/2023,25
SHIP-1735,MFG-77,PN-2264,102,50.2,2020-03-11,19-08-2023,47
SHIP-1736,MFG-135,PN-3659,188,58,2020-09-13,07/12/2020,6
SHIP-1737,MFG-124,PN-8612,64,8.43,2020-05-03,2020-12-28,15
SHIP-1738,MFG-92,PN-6640,10,51,2020-08-15,14-05-2022,15
SHIP-1739,MFG-26,PN-2424,125,87,2021-05-12,2023-02-23,8
SHIP-1740,MFG-44,PN-7777,46,14.97,2021-12-12,02-07-2024,18
SHIP-1741,MFG-60,PN-3181,53,82.5,2022-08-27,2023-02-01,21
SHIP-1742,MFG-114,PN-4065,185,43,07/18/2020,06/07/2021,2
SHIP-1743,MFG-4,PN-2495,70,26,2021-09-06,09/04/2021,23
SHIP-1744,MFG-124,PN-5519,48,81,2021-01-06,09/07/2024,24
SHIP-1745,MFG-56,PN-4697,76,"23,45",28-11-2024,12-12-2023,6
SHIP-1746,MFG-160,PN-5561,200,13.82,2020-10-10,2021-07-22,17
SHIP-1747,MFG-140,PN-9956,20,19.68,2020-12-09,07-06-2021,9
SHIP-1748,MFG-24,PN-6815,80,72.94,01/17/2020,05/05/2024,12
SHIP-1749,MFG-72,PN-3598,37,32.35,2024-12-08,14-11-2022,29
SHIP-1750,MFG-153,PN-7482,92,83.64,2020-09-17,03-08-2020,5
SHIP-1751,MFG-49,PN-2328,128,"50,76",2022-07-02,2020-03-14,38
SHIP-1752,MFG-133,PN-9799,173,42,11/08/2021,09/25/2020,23
SHIP-1753,MFG-105,PN-8643,71,18,18-04-2024,2022-05-17,14
SHIP-1754,MFG-103,PN-6008,193,"38,08",11-10-2022,2021-12-28,30
SHIP-1755,MFG-24,PN-5723,161,12,2021-08-09,2020-10-11,24
SHIP-1756,MFG-55,PN-1984,60,"66,1",2022-11-17,2024-01-25,23
SHIP-1757,MFG-78,PN-6812,52,21.4,10/16/2024,2020-03-25,11
SHIP-1758,MFG-43,PN-5835,178,13,2023-07-20,2022-12-06,3
SHIP-1759,MFG-196,PN-3012,140,74,04/02/2024,12/02/2023,2
SHIP-1760,MFG-6,PN-6582,180,"54,11",2022-10-26,2023-11-07,18
SHIP-1761,MFG-6,PN-7622,44,"79,84",2021-04-12,2020-02-06,54
SHIP-1762,MFG-5,PN-4249,32,24.39,2020-01-09,24-02-2024,5
SHIP-1763,MFG-71,PN-2493,125,"21,81",2023-08-26,02-08-2022,28
SHIP-1764,MFG-66,PN-9830,119,32.56,2024-08-24,08-07-2024,7
SHIP-1765,MFG-151,PN-7349,4,49,08-09-2023,2021-11-10,8
SHIP-1766,MFG-90,PN-5137,130,11.68,2023-06-08,2021-06-23,17
SHIP-1767,MFG-33,PN-9015,107,4,02-05-2024,2021-04-18,24
SHIP-1768,MFG-177,PN-9536,181,63,2021-01-18,2022-05-05,19
SHIP-1769,MFG-158,PN-8384,86,44.63,2021-11-11,07/24/2024,18
SHIP-1770,MFG-46,PN-8478,181,"12,05",07/18/2020,12-05-2022,10
SHIP-1771,MFG-51,PN-7063,186,"12,27",09/09/2023,2023-02-01,19
SHIP-1772,MFG-78,PN-5493,181,42.05,28-02-2023,05/20/2022,10
SHIP-1773,MFG-51,PN-6924,34,3,2022-10-16,01/04/2024,46
SHIP-1774,MFG-64,PN-2447,108,25,2023-04-10,2020-05-03,14
SHIP-1775,MFG-144,PN-2657,86,23.03,11/05/2022,03-06-2023,23
SHIP-1776,MFG-110,PN-6924,67,5.41,2022-10-18,10/10/2020,14
SHIP-1777,MFG-162,PN-3531,98,55.08,2020-05-25,2023-02-02,28
SHIP-1778,MFG-87,PN-8321,32,61.98,02/06/2022,2021-09-23,69
SHIP-1779,MFG-61,PN-7151,168,64.3,05/26/2023,19-06-2024,22
SHIP-1780,MFG-147,PN-1461,107,60.98,2022-11-28,06-02-2023,16
SHIP-1781,MFG-166,PN-5173,128,"81,66",2022-05-17,2020-02-15,29
SHIP-1782,MFG-100,PN-9795,114,91.64,02/07/2022,11/21/2020,9
SHIP-1783,MFG-84,PN-6715,58,37,2021-10-12,2022-05-23,18
SHIP-1784,MFG-152,PN-8416,4,"80,56",2023-07-19,06-11-2020,7
SHIP-1785,MFG-177,PN-4255,168,100.92,2023-01-14,2021-09-22,23
SHIP-1786,MFG-164,PN-8105,24,30,04/17/2020,10-11-2021,35
SHIP-1787,MFG-191,PN-7242,200,"46,11",2021-06-18,2022-04-03,52
SHIP-1788,MFG-172,PN-7141,93,54.56,02/26/2021,2023-02-15,6
SHIP-1789,MFG-182,PN-4162,187,34,11/08/2021,26-06-2023,23
SHIP-1790,MFG-121,PN-5074,44,"71,44",2024-07-10,2024-09-04,23
SHIP-1791,MFG-150,PN-9830,66,"26,72",01-06-2021,2022-12-24,16
SHIP-1792,MFG-110,PN-3554,197,79.72,08/19/2023,03/10/2023,29
SHIP-1793,MFG-97,PN-2318,198,60.02,2022-06-23,2021-04-16,29
SHIP-1794,MFG-26,PN-6422,148,"37,16",2021-06-16,06/21/2021,11
SHIP-1795,MFG-47,PN-8685,49,66.25,2024-04-15,2020-10-03,13
SHIP-1796,MFG-80,PN-5607,14,34.73,23-07-2024,14-02-2020,27
SHIP-1797,MFG-194,PN-6361,93,"45,17",10/19/2023,2024-03-07,4
SHIP-1798,MFG-153,PN-9783,101,62.34,2024-12-07,04/21/2021,12
SHIP-1799,MFG-158,PN-8390,8,16.16,09/08/2021,02/20/2024,9
SHIP-1800,MFG-130,PN-6983,92,59.27,2022-03-11,2020-01-27,7
SHIP-1801,MFG-190,PN-5475,15,89.42,08-09-2021,21-10-2021,2
SHIP-1802,MFG-200,PN-1937,158,15.45,2024-11-21,05-12-2022,19
SHIP-1803,MFG-2,PN-8158,66,36,2021-11-02,04/10/2022,19
SHIP-1804,MFG-99,PN-6215,37,91.81,02/24/2020,18-10-2021,27
SHIP-1805,MFG-134,PN-6877,73,42,18-12-2023,02/09/2023,8
SHIP-1806,MFG-123,PN-9753,19,37,12/26/2021,2022-12-05,63
SHIP-1807,MFG-186,PN-4928,113,75,2024-10-04,10/23/2020,25
SHIP-1808,MFG-95,PN-8321,169,"64,71",2022-01-14,2021-02-02,2
SHIP-1809,MFG-126,PN-4084,175,98,2023-11-27,19-10-2020,68
SHIP-1810,MFG-32,PN-9098,63,"31,19",2021-06-01,2023-12-08,11
SHIP-1811,MFG-49,PN-5369,73,90.05,2021-05-16,2022-11-15,29
SHIP-1812,MFG-28,PN-8566,24,27,2020-01-22,11/16/2021,20
SHIP-1813,MFG-75,PN-4530,97,67.69,12/06/2024,15-08-2022,23
SHIP-1814,MFG-155,PN-3136,81,"6,34",2023-11-05,2023-12-26,50
SHIP-1815,MFG-12,PN-7112,16,81,2023-02-10,04-07-2023,5
SHIP-1816,MFG-122,PN-5885,162,"90,87",2024-02-26,21-01-2023,29
SHIP-1817,MFG-164,PN-9180,51,71.41,12/22/2020,2024-03-22,16
SHIP-1818,MFG-35,PN-6827,84,28.63,2023-02-14,2022-02-25,5
SHIP-1819,MFG-74,PN-5647,99,72.03,2023-08-07,2020-01-13,10
SHIP-1820,MFG-4,PN-3976,107,90.48,2022-01-24,2024-05-19,11
SHIP-1821,MFG-163,PN-1793,37,69.26,27-12-2021,01/04/2022,2
SHIP-1822,MFG-39,PN-9497,161,67,2022-06-26,2024-10-28,29
SHIP-1823,MFG-51,PN-7914,177,30.27,2020-09-17,10/28/2024,18
SHIP-1824,MFG-104,PN-8055,18,98.11,2024-11-24,08/01/2024,29
SHIP-1825,MFG-176,PN-6693,184,38.37,07/25/2020,24-07-2024,15
SHIP-1826,MFG-121,PN-5120,52,72.69,2023-07-19,2020-03-26,8
SHIP-1827,MFG-20,PN-6628,132,"18,34",2023-11-25,11/25/2022,20
SHIP-1828,MFG-183,PN-4219,105,12.92,08/05/2020,07-08-2023,23
SHIP-1829,MFG-28,PN-1988,156,97.65,07/21/2023,11-08-2024,16
SHIP-1830,MFG-108,PN-5948,31,53.95,07/04/2020,2022-01-23,8
SHIP-1831,MFG-134,PN-7315,40,12.68,2022-01-25,08-05-2021,13
SHIP-1832,MFG-48,PN-7697,79,23,2021-12-12,11/14/2023,21
SHIP-1833,MFG-181,PN-4634,5,"75,72",08/07/2023,2021-02-04,6
SHIP-1834,MFG-59,PN-3084,187,2,10/16/2024,25-03-2023,16
SHIP-1835,MFG-19,PN-6967,72,"35,46",12/09/2021,09-08-2022,2
SHIP-1836,MFG-109,PN-2577,71,19.83,03/24/2022,2022-04-07,16
SHIP-1837,MFG-183,PN-7501,198,72,06/06/2021,2022-11-25,25
SHIP-1838,MFG-109,PN-6750,106,84.22,2020-03-15,2022-10-28,2
SHIP-1839,MFG-23,PN-8446,139,31.59,2024-09-25,2021-12-07,16
SHIP-1840,MFG-91,PN-3464,112,71.61,13-01-2024,11/06/2022,14
SHIP-1841,MFG-135,PN-7252,157,49.3,09/14/2020,02/10/2022,67
SHIP-1842,MFG-86,PN-1928,39,19.45,01/24/2020,2020-07-12,29
SHIP-1843,MFG-154,PN-5671,91,23,2023-02-20,12-04-2024,11
SHIP-1844,MFG-197,PN-9178,54,"21,17",2021-02-22,11/27/2020,25
SHIP-1845,MFG-79,PN-8656,172,61,2020-11-15,2023-09-04,11
SHIP-1846,MFG-145,PN-5458,141,63.59,2021-06-19,08/14/2023,67
SHIP-1847,MFG-76,PN-2928,57,"37,84",01-11-2024,03-06-2021,31
SHIP-1848,MFG-4,PN-3721,193,59,03-08-2023,14-05-2022,29
SHIP-1849,MFG-165,PN-4690,138,67,2020-03-24,04/06/2023,13
SHIP-1850,MFG-197,PN-8311,25,29.95,2022-03-26,12-04-2021,24
SHIP-1851,MFG-190,PN-6403,7,18.33,2024-03-22,2023-11-21,1
SHIP-1852,MFG-197,PN-4165,173,46,17-03-2023,02/20/2024,7
SHIP-1853,MFG-124,PN-4750,151,46.76,21-02-2021,2021-10-13,21
SHIP-1854,MFG-99,PN-5228,142,36.9,07/14/2022,04/12/2020,15
SHIP-1855,MFG-59,PN-4825,91,89,2021-12-19,01/01/2023,46
SHIP-1856,MFG-14,PN-8643,20,23,05/19/2023,2022-09-17,25
SHIP-1857,MFG-17,PN-3194,104,74.99,05/05/2021,01/17/2023,28
SHIP-1858,MFG-143,PN-6801,178,5.15,2024-09-10,06-07-2024,7
SHIP-1859,MFG-120,PN-5248,198,"76,89",10/28/2022,22-12-2020,24
SHIP-1860,MFG-165,PN-7430,48,16.26,2024-08-02,2020-04-05,3
SHIP-1861,MFG-76,PN-4844,195,100.67,26-11-2021,2021-01-28,9
SHIP-1862,MFG-189,PN-1031,35,"3,39",2023-02-24,2020-03-22,30
SHIP-1863,MFG-121,PN-7532,181,92,2022-03-24,2022-07-11,2
SHIP-1864,MFG-71,PN-9373,2,42.24,2021-03-25,2020-06-20,2
SHIP-1865,MFG-133,PN-5576,40,44,2022-02-17,02-01-2021,26
SHIP-1866,MFG-10,PN-4775,198,89,10/01/2024,2020-09-23,25
SHIP-1867,MFG-166,PN-8134,180,88,10/26/2021,11-12-2023,20
SHIP-1868,MFG-140,PN-1275,182,23,2024-03-04,2024-02-20,22
SHIP-1869,MFG-13,PN-6177,149,99.63,2023-01-14,2022-11-04,16
SHIP-1870,MFG-3,PN-8935,179,96.31,12/22/2021,2022-07-19,6
SHIP-1871,MFG-41,PN-7526,31,69,2020-07-26,10-07-2022,2
SHIP-1872,MFG-79,PN-9590,109,96.37,2020-09-12,21-02-2023,17
SHIP-1873,MFG-100,PN-8988,106,"11,13",2022-03-26,14-09-2024,2
SHIP-1874,MFG-111,PN-4083,77,82.93,2023-07-24,2023-11-15,17
SHIP-1875,MFG-82,PN-1875,1,"29,26",07/07/2021,2024-07-08,19
SHIP-1876,MFG-71,PN-1502,66,19.18,2022-02-27,2020-09-23,22
SHIP-1877,MFG-9,PN-9571,105,9.99,2023-03-15,2022-02-15,17
SHIP-1878,MFG-4,PN-2194,87,58.7,06/22/2022,03/07/2022,9
SHIP-1879,MFG-109,PN-8037,176,4,14-10-2020,2021-06-24,24
SHIP-1880,MFG-55,PN-7766,151,"37,51",2023-04-02,05/09/2024,19
SHIP-1881,MFG-189,PN-7757,94,79,2023-02-05,06/02/2022,12
SHIP-1882,MFG-130,PN-6132,109,"98,56",2022-08-18,2020-08-15,58
SHIP-1883,MFG-119,PN-5330,116,"36,15",2020-06-17,2020-05-11,17
SHIP-1884,MFG-197,PN-8519,121,85,2022-11-28,2023-03-25,22
SHIP-1885,MFG-51,PN-4168,187,99,2022-04-14,2023-02-08,17
SHIP-1886,MFG-123,PN-6242,5,"39,47",09-09-2024,05/12/2023,2
SHIP-1887,MFG-182,PN-4311,69,31.79,2023-11-02,2024-08-18,52
SHIP-1888,MFG-162,PN-5781,145,64,2021-03-01,11/13/2022,58
SHIP-1889,MFG-64,PN-3499,194,"77,69",02/25/2024,2024-10-27,27
SHIP-1890,MFG-190,PN-9144,117,98,05/13/2021,2023-08-17,3
SHIP-1891,MFG-79,PN-4507,148,19.96,2021-10-08,19-10-2023,18
SHIP-1892,MFG-75,PN-7959,140,64,27-08-2022,2021-01-16,9
SHIP-1893,MFG-92,PN-7574,176,56.68,2024-08-08,08/18/2020,23
SHIP-1894,MFG-115,PN-3249,167,"26,73",11/13/2020,2022-02-21,21
SHIP-1895,MFG-180,PN-9632,17,4,2020-12-02,23-12-2022,64
SHIP-1896,MFG-116,PN-2446,189,8.06,02/27/2022,2022-12-27,28
SHIP-1897,MFG-26,PN-5894,2,"91,63",02/09/2023,2020-09-06,33
SHIP-1898,MFG-55,PN-6032,126,"87,88",2023-11-08,2024-05-19,30
SHIP-1899,MFG-52,PN-6426,108,40,03/25/2024,2022-08-17,18
SHIP-1900,MFG-156,PN-6487,132,"29,65",10-12-2020,2020-01-07,9
SHIP-1901,MFG-102,PN-6649,18,72.74,06/03/2021,04-12-2023,18
SHIP-1902,MFG-178,PN-7257,66,42,05/19/2023,2020-01-26,40
SHIP-1903,MFG-162,PN-7841,36,"60,67",18-11-2020,2023-09-23,20
SHIP-1904,MFG-199,PN-7781,47,47.34,2021-04-12,02/17/2020,20
SHIP-1905,MFG-172,PN-6752,117,91,04/24/2021,2020-01-08,14
SHIP-1906,MFG-15,PN-4579,147,87.44,2021-01-19,2022-09-11,23
SHIP-1907,MFG-57,PN-9774,133,65.33,2021-09-20,12-04-2024,27
SHIP-1908,MFG-93,PN-2504,68,"52,28",2022-02-18,12/28/2023,26
SHIP-1909,MFG-107,PN-6797,123,54.36,2023-02-15,2022-05-23,15
SHIP-1910,MFG-155,PN-6603,179,65.66,05/27/2021,2021-04-09,2
SHIP-1911,MFG-82,PN-8084,73,27.51,2022-11-27,2021-09-23,4
SHIP-1912,MFG-115,PN-7319,147,42,2020-10-09,10-12-2023,17
SHIP-1913,MFG-113,PN-7468,180,50.57,2024-09-04,08/26/2020,16
SHIP-1914,MFG-95,PN-5320,92,11.74,2024-05-08,09/15/2024,5
SHIP-1915,MFG-158,PN-8013,154,39,17-06-2024,2023-11-05,19
SHIP-1916,MFG-47,PN-4177,36,"14,71",2020-03-23,2022-01-04,13
SHIP-1917,MFG-64,PN-2536,67,34.76,10/28/2024,2023-05-09,18
SHIP-1918,MFG-30,PN-5162,119,49.63,25-04-2022,2024-01-24,13
SHIP-1919,MFG-18,PN-8053,173,39.61,2023-09-14,03/15/2024,9
SHIP-1920,MFG-32,PN-6089,130,49,15-08-2021,2024-05-22,28
SHIP-1921,MFG-2,PN-4426,196,6.95,2022-07-24,16-05-2022,47
SHIP-1922,MFG-32,PN-7760,172,23.53,2022-03-04,11/13/2022,26
SHIP-1923,MFG-188,PN-7395,104,49.65,12/02/2024,04-12-2021,10
SHIP-1924,MFG-25,PN-6845,75,14,2021-07-04,2021-03-12,2
SHIP-1925,MFG-84,PN-3407,44,71,07-06-2024,2022-10-25,11
SHIP-1926,MFG-101,PN-2389,188,30.49,2020-07-26,2020-06-02,24
SHIP-1927,MFG-38,PN-4153,8,46,2021-04-17,2023-08-05,28
SHIP-1928,MFG-8,PN-7097,146,38.6,2022-04-12,2024-07-07,20
SHIP-1929,MFG-50,PN-1125,112,32.72,28-06-2021,05/01/2023,27
SHIP-1930,MFG-43,PN-2445,30,12.6,10/14/2020,2023-09-03,23
SHIP-1931,MFG-118,PN-8135,163,"55,3",07/12/2023,2020-11-11,10
SHIP-1932,MFG-186,PN-9381,119,22,2023-12-18,01/06/2022,26
SHIP-1933,MFG-81,PN-1258,35,61,04/15/2024,2020-02-18,13
SHIP-1934,MFG-98,PN-5406,194,57.32,2021-09-11,2021-07-21,11
SHIP-1935,MFG-185,PN-5197,161,21,2020-03-03,02/07/2023,6
SHIP-1936,MFG-169,PN-1468,82,49.13,2021-04-26,04/20/2024,1
SHIP-1937,MFG-56,PN-6324,122,"59,52",2023-08-01,08-06-2021,21
SHIP-1938,MFG-39,PN-1928,34,4.67,09/19/2024,2022-11-19,29
SHIP-1939,MFG-190,PN-1117,32,42.73,2020-08-19,2021-05-03,30
SHIP-1940,MFG-115,PN-2372,84,95.74,26-02-2022,2024-12-21,24
SHIP-1941,MFG-170,PN-3486,142,79,2024-07-15,2022-01-07,20
SHIP-1942,MFG-130,PN-8422,11,64.2,07-07-2020,2021-05-27,19
SHIP-1943,MFG-10,PN-6784,195,26.97,2024-05-09,08/13/2024,27
SHIP-1944,MFG-134,PN-8950,165,"80,08",23-09-2020,09/18/2024,7
SHIP-1945,MFG-186,PN-2351,197,9.11,2024-04-06,2022-09-21,23
SHIP-1946,MFG-2,PN-3622,178,"74,52",28-03-2021,08-03-2022,13
SHIP-1947,MFG-26,PN-8780,91,28,2024-05-26,2024-08-16,3
SHIP-1948,MFG-15,PN-1118,144,45.97,2021-11-16,2020-08-25,3
SHIP-1949,MFG-193,PN-8660,3,83.55,2021-01-28,2020-10-23,25
SHIP-1950,MFG-51,PN-6085,183,"4,99",2021-06-28,2023-01-09,26
SHIP-1951,MFG-112,PN-8126,34,31.12,10-05-2024,2023-02-05,11
SHIP-1952,MFG-47,PN-8993,158,"94,96",2022-05-14,06/01/2023,3
SHIP-1953,MFG-1,PN-3462,180,53.01,05/05/2021,2020-09-15,11
SHIP-1954,MFG-65,PN-3681,37,15.51,2024-07-23,03/15/2020,2
SHIP-1955,MFG-135,PN-1512,101,89.58,2021-02-06,2020-11-14,25
SHIP-1956,MFG-113,PN-3220,66,74,11-03-2021,09/17/2023,21
SHIP-1957,MFG-191,PN-4684,118,65,11/08/2022,2020-05-04,18
SHIP-1958,MFG-11,PN-5961,138,77,2020-10-24,10/20/2023,5
SHIP-1959,MFG-150,PN-9760,188,83.6,16-12-2024,09/02/2021,4
SHIP-1960,MFG-21,PN-9093,153,"55,89",2021-04-26,2021-10-17,24
SHIP-1961,MFG-141,PN-7403,78,13,13-07-2024,09/03/2023,4
SHIP-1962,MFG-184,PN-8147,116,"60,42",02/09/2024,11/08/2020,15
SHIP-1963,MFG-66,PN-5479,15,86.63,2020-08-05,19-06-2022,12
SHIP-1964,MFG-10,PN-4390,137,"47,99",2023-11-02,05/01/2022,7
SHIP-1965,MFG-34,PN-7663,163,88.04,2024-07-16,03/10/2022,12
SHIP-1966,MFG-119,PN-1822,143,43.57,2020-02-13,07/26/2021,23
SHIP-1967,MFG-38,PN-5468,189,76.78,2021-08-21,25-01-2021,2
SHIP-1968,MFG-84,PN-9253,136,61,2022-06-14,2023-09-14,7
SHIP-1969,MFG-100,PN-6799,143,91.18,2022-07-28,08-09-2020,26
SHIP-1970,MFG-107,PN-2932,5,100.64,11/10/2024,02/21/2023,68
SHIP-1971,MFG-168,PN-4004,25,"56,57",2020-01-15,2022-04-25,15
SHIP-1972,MFG-19,PN-3039,155,86,2020-05-22,2020-02-23,19
SHIP-1973,MFG-93,PN-2550,108,28,2022-11-18,2020-05-03,29
SHIP-1974,MFG-198,PN-6131,120,13.33,10/19/2023,2024-05-14,14
SHIP-1975,MFG-63,PN-9305,39,"87,9",2021-12-26,19-04-2023,17
SHIP-1976,MFG-198,PN-6946,158,24,2020-11-06,03-03-2020,2
SHIP-1977,MFG-185,PN-3312,68,37.47,2024-08-28,2021-11-13,23
SHIP-1978,MFG-74,PN-2602,23,86,2021-06-21,25-02-2024,1
SHIP-1979,MFG-74,PN-8138,148,"53,76",01/08/2020,01/28/2024,12
SHIP-1980,MFG-148,PN-6656,50,49,2024-01-10,08/07/2024,42
SHIP-1981,MFG-176,PN-3897,20,"87,79",2023-08-28,11-05-2023,8
SHIP-1982,MFG-151,PN-2999,130,24,2020-10-04,2020-04-01,21
SHIP-1983,MFG-98,PN-4140,178,4,2024-11-27,10/24/2021,13
SHIP-1984,MFG-9,PN-4419,134,63,2024-09-09,02/01/2024,4
SHIP-1985,MFG-96,PN-9214,64,2.51,2021-12-28,2024-11-16,21
SHIP-1986,MFG-184,PN-1101,179,68.06,01/04/2024,24-01-2020,7
SHIP-1987,MFG-159,PN-2327,21,"34,61",2021-07-23,2021-02-08,28
SHIP-1988,MFG-125,PN-4640,190,3.62,2020-02-25,2023-07-03,9
SHIP-1989,MFG-24,PN-8181,26,45.66,2024-03-27,06/04/2024,5
SHIP-1990,MFG-103,PN-9861,22,29,02/07/2021,2024-05-16,53
SHIP-1991,MFG-115,PN-1573,53,"40,34",2022-11-27,2021-08-04,30
SHIP-1992,MFG-94,PN-2667,101,55,2022-03-12,09-03-2022,26
SHIP-1993,MFG-65,PN-7394,75,52.13,2020-10-16,10/04/2020,29
SHIP-1994,MFG-125,PN-9186,107,59.49,2020-02-01,01/10/2021,54
SHIP-1995,MFG-137,PN-7060,41,80.51,2022-01-02,2022-11-01,24
SHIP-1996,MFG-139,PN-9590,193,62.56,17-10-2023,08/05/2020,13
SHIP-1997,MFG-37,PN-9504,47,49.13,2020-05-01,20-10-2021,15
SHIP-1998,MFG-31,PN-6793,154,"65,15",2021-11-23,2024-09-24,3
SHIP-1999,MFG-188,PN-2209,81,"63,56",04/17/2023,07/14/2021,19
SHIP-2000,MFG-148,PN-6064,84,23,2020-12-01,2024-08-21,27
